Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,Weekly Wages,Annual Wages,Cluster
Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,25,1997,29,27,2388.0,26.5,0,3,3,0,0,0,5,3,1.7,1.7,2.4,4.1,15.0,131.0,8.0,0.0,0.11,0.11,0.0,0.11,0.06,0.09,0.15,0.06,0.15,12617,656076,2
Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,21,2000,8,7,675.0,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8832,459253,1
Lucien Agoume,FRA,MF,Troyes,Ligue 1,20,2002,15,14,1094.0,12.2,0,1,1,0,0,0,5,0,0.8,0.8,1.1,1.9,9.0,93.0,10.0,0.0,0.08,0.08,0.0,0.08,0.07,0.09,0.16,0.07,0.16,13879,721684,0
Felix Agu,GER,DF,Werder Bremen,Bundesliga,22,1999,3,0,49.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.22,0.07,0.22,12617,656076,1
Álvaro Aguado,ESP,MF,Valladolid,La Liga,26,1996,34,18,1888.0,21.0,1,2,3,1,0,0,4,0,1.0,1.0,2.2,3.2,29.0,139.0,50.0,0.05,0.1,0.14,0.05,0.14,0.05,0.11,0.15,0.05,0.15,3259,169486,0
Kevin Agudelo,COL,MF,Spezia,Serie A,23,1998,34,23,2131.0,23.7,0,1,1,0,0,0,5,0,1.5,1.5,3.0,4.5,81.0,110.0,100.0,0.0,0.04,0.04,0.0,0.04,0.06,0.13,0.19,0.06,0.19,15561,809161,2
Nayef Aguerd,MAR,DF,West Ham, Premier League,26,1996,18,17,1595.0,17.7,2,0,2,2,0,0,4,0,2.2,2.2,0.5,2.7,2.0,25.0,4.0,0.11,0.0,0.11,0.11,0.11,0.13,0.03,0.15,0.13,0.15,63550,3304619,0
Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,20,14,1172.0,13.0,0,0,0,0,0,0,3,0,0.2,0.2,0.9,1.1,29.0,102.0,78.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,31542,1640191,0
Naouirou Ahamada,FRA,MF,Crystal Palace, Premier League,20,2002,8,0,94.0,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.22,0.15,0.22,421,21869,1
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,30,16,1300.0,14.4,3,1,4,3,0,0,4,1,1.2,1.2,0.9,2.1,25.0,50.0,37.0,0.21,0.07,0.28,0.21,0.28,0.08,0.07,0.15,0.08,0.15,19556,1016918,0
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,26,1995,35,35,3119.0,34.7,3,0,3,3,0,0,6,1,1.0,1.0,0.1,1.1,15.0,95.0,2.0,0.09,0.0,0.09,0.09,0.09,0.03,0.0,0.03,0.03,0.03,41005,2132248,2
Ola Aina,NGA,DF,Torino,Serie A,25,1996,19,9,876.0,9.7,1,1,2,1,0,0,5,0,0.8,0.8,2.1,2.9,35.0,43.0,43.0,0.1,0.1,0.21,0.1,0.21,0.08,0.21,0.29,0.08,0.29,38902,2022902,1
Rayan Aït Nouri,ALG,DF,Wolves, Premier League,21,2001,21,9,1076.0,12.0,1,0,1,1,0,0,4,0,0.7,0.7,1.0,1.7,30.0,43.0,76.0,0.08,0.0,0.08,0.08,0.08,0.06,0.08,0.14,0.06,0.14,12710,660924,0
Emanuel Aiwum,AUT,DF,Cremonese,Serie A,21,2000,23,17,1653.0,18.4,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,19.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,7991,415515,0
Kristoffer Ajer,NOR,DF,Brentford, Premier League,24,1998,9,9,763.0,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,10.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,44485,2313233,1
Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,28,1994,13,9,771.0,8.6,1,0,1,0,1,1,1,0,3.4,2.6,0.9,3.5,2.0,13.0,55.0,0.12,0.0,0.12,0.0,0.0,0.39,0.1,0.5,0.3,0.4,10304,535796,1
Manuel Akanji,SUI,DF,Manchester City, Premier League,27,1995,29,24,2287.0,25.4,0,1,1,0,0,0,2,0,1.3,1.3,0.4,1.7,24.0,116.0,17.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07,228781,11896627,2
Nathan Aké,NED,DF,Manchester City, Premier League,27,1995,26,22,1873.0,20.8,1,0,1,1,0,0,2,0,1.6,1.6,0.7,2.3,25.0,140.0,30.0,0.05,0.0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,114391,5948314,0
Sergio Akieme,ESP,DF,Almería,La Liga,24,1997,29,27,2297.0,25.5,1,0,1,1,0,0,5,0,1.5,1.5,2.0,3.5,60.0,58.0,84.0,0.04,0.0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,3575,185888,2
Maghnes Akliouche,FRA,MF,Monaco,Ligue 1,20,2002,11,5,402.0,4.5,0,0,0,0,0,0,3,0,0.5,0.5,0.5,0.9,9.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21,2523,131215,1
Paul Akouokou,CIV,MF,Betis,La Liga,24,1997,12,3,447.0,5.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,9463,492057,1
Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,29,1992,24,16,1356.0,15.1,1,1,2,1,0,0,9,2,1.5,1.5,1.0,2.4,19.0,39.0,37.0,0.07,0.07,0.13,0.07,0.13,0.1,0.06,0.16,0.1,0.16,19556,1016918,0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,28,21,1950.0,21.7,0,0,0,0,0,0,11,0,0.6,0.6,0.5,1.2,17.0,85.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,18294,951311,0
David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,23,21,1838.0,20.4,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,16.0,67.0,60.0,0.05,0.15,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09,473132,24602864,0
Tomás Alarcón,CHI,MF,Cádiz,La Liga,23,1999,4,2,223.0,2.5,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,17453,907572,1
Lucas Alario,ARG,FW,Eint Frankfurt,Bundesliga,29,1992,20,2,331.0,3.7,1,0,1,1,0,0,0,0,1.4,1.4,0.0,1.5,2.0,8.0,17.0,0.27,0.0,0.27,0.27,0.27,0.39,0.01,0.4,0.39,0.4,52570,2733652,1
Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,24,14,1419.0,15.8,2,3,5,2,0,0,6,1,0.8,0.8,6.2,7.0,42.0,141.0,157.0,0.13,0.19,0.32,0.13,0.32,0.05,0.4,0.44,0.05,0.44,222057,11546944,0
Luis Alberto,ESP,MF,Lazio,Serie A,29,1992,35,27,2442.0,27.1,6,7,13,5,1,2,4,0,4.4,2.7,7.0,9.7,73.0,248.0,94.0,0.22,0.26,0.48,0.18,0.44,0.16,0.26,0.42,0.1,0.36,97360,5062723,2
Raúl Albiol,ESP,DF,Villarreal,La Liga,36,1985,25,24,2119.0,23.5,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,12.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,59720,3105428,2
Marc Albrighton, ENG,FW,Leicester City, Premier League,32,1989,6,1,237.0,2.6,1,0,1,1,0,0,0,0,0.3,0.3,0.9,1.3,4.0,7.0,18.0,0.38,0.0,0.38,0.38,0.38,0.13,0.34,0.48,0.13,0.48,57195,2974157,1
Thiago Alcántara,ESP,MF,Liverpool, Premier League,31,1991,18,14,1254.0,13.9,0,0,0,0,0,0,2,0,0.4,0.4,1.1,1.5,13.0,120.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,254201,13218475,0
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,1991,31,22,2043.0,22.7,3,0,3,1,2,3,11,1,4.0,1.6,1.3,2.9,30.0,105.0,20.0,0.13,0.0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13,16192,841965,0
Omar Alderete,PAR,DF,Getafe,La Liga,25,1996,25,23,2047.0,22.7,1,1,2,1,0,0,9,0,0.6,0.6,0.8,1.4,28.0,96.0,8.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,25234,1312153,0
Iván Alejo,ESP,MF,Cádiz,La Liga,27,1995,31,13,1311.0,14.6,0,1,1,0,0,0,13,1,1.2,1.2,2.4,3.6,52.0,16.0,103.0,0.0,0.07,0.07,0.0,0.07,0.08,0.17,0.25,0.08,0.25,9883,513926,0
Doğan Alemdar,TUR,GK,Rennes,Ligue 1,19,2002,6,4,406.0,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2734,142150,1
Carles Aleñá,ESP,MF,Getafe,La Liga,24,1998,35,26,2119.0,23.5,2,2,4,2,0,0,12,1,2.3,2.3,1.6,3.9,24.0,87.0,78.0,0.08,0.08,0.17,0.08,0.17,0.1,0.07,0.17,0.1,0.17,13248,688880,2
Trent Alexander-Arnold, ENG,DF,Liverpool, Premier League,23,1998,37,34,2923.0,32.5,2,9,11,2,0,0,5,0,2.4,2.4,11.5,13.8,43.0,235.0,139.0,0.06,0.28,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43,228781,11896627,2
Ángel Algobia,ESP,MF,Getafe,La Liga,23,1999,26,11,1138.0,12.6,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,10.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,3785,196823,0
Mohamed Ali Cho,FRA,FW,Real Sociedad,La Liga,18,2004,19,5,587.0,6.5,1,2,3,1,0,0,1,0,1.8,1.8,1.6,3.5,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.28,0.25,0.53,0.28,0.53,7360,382711,1
Faride Alidou,GER,DF,Eint Frankfurt,Bundesliga,21,2001,15,0,182.0,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,8.0,16.0,24.0,0.0,0.49,0.49,0.0,0.49,0.05,0.24,0.28,0.05,0.28,8832,459253,1
Alisson,BRA,GK,Liverpool, Premier League,29,1992,37,37,3330.0,37.0,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,190651,9913856,2
Jim Allevinah,GAB,DF,Clermont Foot,Ligue 1,27,1995,36,25,2244.0,24.9,1,1,2,1,0,0,2,0,2.5,2.5,2.0,4.5,82.0,59.0,141.0,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18,2734,142150,2
Domingos André Ribeiro Almeida,POR,MF,Valencia,La Liga,22,2000,34,29,2539.0,28.2,2,4,6,2,0,0,3,0,1.4,1.4,3.4,4.9,74.0,197.0,71.0,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17,12617,656076,2
Miguel Almirón,PAR,FW,Newcastle Utd, Premier League,28,1994,34,29,2491.0,27.7,11,2,13,11,0,0,2,0,8.0,8.0,3.2,11.1,77.0,124.0,264.0,0.4,0.07,0.47,0.4,0.47,0.29,0.11,0.4,0.29,0.4,53382,2775880,2
Marcos Alonso,ESP,DF,Barcelona,La Liga,31,1990,24,11,1172.0,13.0,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,131426,6834129,0
Mickaël Alphonse,GLP,DF,Ajaccio,Ligue 1,33,1989,26,14,1361.0,15.1,0,0,0,0,0,0,2,1,0.5,0.5,0.7,1.2,30.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08,5047,262431,0
Gastón Álvarez,URU,DF,Getafe,La Liga,22,2000,22,16,1501.0,16.7,2,0,2,2,0,0,7,1,0.5,0.5,0.2,0.8,11.0,38.0,27.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,37851,1968229,0
Julián Álvarez,ARG,FW,Manchester City, Premier League,22,2000,31,13,1465.0,16.3,9,0,9,8,1,1,0,0,7.0,6.2,1.8,8.0,38.0,37.0,99.0,0.55,0.0,0.55,0.49,0.49,0.43,0.11,0.54,0.38,0.49,63550,3304619,0
Agustín Álvarez Martínez,URU,FW,Sassuolo,Serie A,21,2001,22,1,368.0,4.1,1,1,2,1,0,0,1,0,1.5,1.5,0.4,1.9,2.0,6.0,19.0,0.24,0.24,0.49,0.24,0.49,0.36,0.1,0.46,0.36,0.46,26916,1399630,1
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,27,1995,28,27,2332.0,25.9,1,1,2,1,0,0,7,1,0.8,0.8,1.1,1.9,32.0,152.0,8.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07,50467,2624305,2
Ibrahim Amadou,FRA,DF,Angers,Ligue 1,29,1993,7,4,424.0,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,11986,623273,1
Daniel Amartey,GHA,DF,Leicester City, Premier League,27,1994,20,18,1610.0,17.9,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,23.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,25420,1321847,0
Amath,SEN,MF,Mallorca,La Liga,26,1996,28,12,1227.0,13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33.0,16.0,69.0,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,8832,459253,0
Jordan Amavi,FRA,DF,Getafe,La Liga,28,1994,5,1,200.0,2.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21449,1115330,1
Kelvin Amian,FRA,DF,Spezia,Serie A,24,1998,30,26,2372.0,26.4,0,1,1,0,0,0,7,1,2.7,2.7,2.3,5.0,53.0,102.0,72.0,0.0,0.04,0.04,0.0,0.04,0.1,0.09,0.19,0.1,0.19,14930,776357,2
Bruno Amione,ARG,DF,Hellas Verona,Serie A,20,2002,1,1,58.0,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734,142150,1
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,25,1996,25,9,977.0,10.9,4,1,5,3,1,1,6,0,1.9,1.1,1.1,2.2,30.0,55.0,30.0,0.37,0.09,0.46,0.28,0.37,0.17,0.1,0.27,0.1,0.2,59509,3094493,0
Ethan Ampadu, WAL,DF,Spezia,Serie A,21,2000,31,31,2639.0,29.3,0,1,1,0,0,0,10,1,1.1,1.1,1.1,2.2,28.0,125.0,10.0,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.07,0.04,0.07,9463,492057,2
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,25,1996,29,24,1998.0,22.2,0,1,1,0,0,0,11,0,0.5,0.5,1.1,1.6,36.0,176.0,24.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,40374,2099444,0
Joachim Andersen,DEN,DF,Crystal Palace, Premier League,26,1996,32,32,2782.0,30.9,1,0,1,1,0,0,8,0,1.8,1.8,1.3,3.1,16.0,105.0,7.0,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,101681,5287390,2
Elliot Anderson, SCO,MF,Newcastle Utd, Premier League,19,2002,22,3,410.0,4.6,0,1,1,0,0,0,0,0,1.0,1.0,1.3,2.3,23.0,24.0,35.0,0.0,0.22,0.22,0.0,0.22,0.22,0.28,0.51,0.22,0.51,38130,1982771,1
Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,38,35,2958.0,32.9,9,2,11,9,0,0,3,0,6.0,6.0,4.8,10.9,83.0,114.0,224.0,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33,59299,3083559,2
Benjamin André,FRA,MF,Lille,Ligue 1,31,1990,34,33,2916.0,32.4,1,1,2,1,0,0,12,0,1.6,1.6,1.8,3.4,41.0,309.0,46.0,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.11,0.05,0.11,32804,1705799,2
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,27,1995,34,16,1446.0,16.1,4,3,7,3,1,2,4,0,5.5,3.9,0.9,4.8,8.0,27.0,88.0,0.25,0.19,0.44,0.19,0.37,0.34,0.06,0.39,0.24,0.3,6308,328038,0
Robert Andrich,GER,MF,Leverkusen,Bundesliga,27,1994,29,28,2406.0,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,2.8,12.0,99.0,8.0,0.07,0.07,0.15,0.07,0.15,0.06,0.04,0.11,0.06,0.11,33645,1749537,2
Angeliño,ESP,DF,Hoffenheim,Bundesliga,25,1997,33,30,2617.0,29.1,0,8,8,0,0,0,2,0,1.1,1.1,7.2,8.3,24.0,108.0,120.0,0.0,0.28,0.28,0.0,0.28,0.04,0.25,0.28,0.04,0.28,98832,5139265,2
Fabrizio Angileri,ARG,DF,Getafe,La Liga,28,1994,15,7,585.0,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,12617,656076,1
Jaidon Anthony, ENG,MF,Bournemouth, Premier League,22,1999,30,11,1257.0,14.0,3,1,4,3,0,0,2,0,2.2,2.2,1.0,3.3,31.0,49.0,72.0,0.21,0.07,0.29,0.21,0.29,0.16,0.07,0.24,0.16,0.24,12710,660924,0
Janis Antiste,FRA,FW,Sassuolo,Serie A,19,2002,2,0,52.0,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,1.73,0.0,1.73,1.73,1.73,0.31,0.0,0.31,0.31,0.31,14930,776357,1
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,34,34,2934.0,32.6,1,2,3,1,0,0,4,0,1.6,1.6,1.4,3.0,56.0,135.0,52.0,0.03,0.06,0.09,0.03,0.09,0.05,0.04,0.09,0.05,0.09,15771,820095,2
Marcos Antônio,BRA,MF,Lazio,Serie A,22,2000,16,6,594.0,6.6,1,1,2,1,0,0,2,0,1.2,1.2,0.3,1.5,1.0,25.0,8.0,0.15,0.15,0.3,0.15,0.3,0.18,0.04,0.23,0.18,0.23,24182,1257480,1
Michail Antonio,JAM,FW,West Ham, Premier League,32,1990,33,21,1829.0,20.3,5,3,8,5,0,0,2,0,6.6,6.6,1.3,7.8,49.0,27.0,120.0,0.25,0.15,0.39,0.25,0.39,0.32,0.06,0.38,0.32,0.38,108036,5617852,0
Antony,BRA,FW,Manchester Utd, Premier League,22,2000,25,23,1802.0,20.0,4,2,6,4,0,0,5,0,6.6,6.6,2.9,9.4,95.0,74.0,168.0,0.2,0.1,0.3,0.2,0.3,0.33,0.14,0.47,0.33,0.47,254201,13218475,0
Valentin Antov,BUL,DF,Monza,Serie A,21,2000,9,2,306.0,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,16192,841965,1
Christopher Antwi-Adjei,GHA,FW,Bochum,Bundesliga,28,1994,29,22,1981.0,22.0,3,6,9,3,0,0,2,0,2.2,2.2,3.8,6.0,67.0,36.0,231.0,0.14,0.27,0.41,0.14,0.41,0.1,0.17,0.27,0.1,0.27,631,32804,0
Anuar,MAR,MF,Valladolid,La Liga,27,1995,3,3,210.0,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.8,6.0,3.0,4.0,0.43,0.0,0.43,0.43,0.43,0.15,0.19,0.34,0.15,0.34,31542,1640191,1
Houssem Aouar,ALG,MF,Lyon,Ligue 1,24,1998,16,6,526.0,5.8,1,1,2,1,0,0,2,0,1.4,1.4,1.1,2.6,12.0,37.0,36.0,0.17,0.17,0.34,0.17,0.34,0.25,0.2,0.44,0.25,0.44,78224,4067673,1
Adil Aouchiche,FRA,MF,Lorient,Ligue 1,20,2002,11,1,250.0,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,7570,393646,1
Dennis Appiah,FRA,DF,Nantes,Ligue 1,30,1992,15,9,795.0,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,15.0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,20187,1049722,1
Mauro Arambarri,URU,MF,Getafe,La Liga,26,1995,13,13,992.0,11.0,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8.0,33.0,7.0,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16,32173,1672995,0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,33,1989,10,4,493.0,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,3.0,32.0,7.0,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1,79486,4133281,1
Ronald Araújo,URU,DF,Barcelona,La Liga,23,1999,22,21,1800.0,20.0,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.15,0.1,0.15,147197,7654224,0
Cameron Archer, ENG,FW,Aston Villa, Premier League,21,2001,6,0,49.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25420,1321847,1
Taïryk Arconte,FRA,FW,Brest,Ligue 1,18,2003,4,1,128.0,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.29,0.19,0.29,1262,65608,1
Alphonse Areola,FRA,GK,West Ham, Premier League,29,1993,5,2,309.0,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152521,7931085,1
Joe Aribo,NGA,MF,Southampton, Premier League,26,1996,21,13,1224.0,13.6,2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19.0,39.0,64.0,0.15,0.0,0.15,0.15,0.15,0.11,0.06,0.17,0.11,0.17,88971,4626466,0
Adam Armstrong, ENG,FW,Southampton, Premier League,25,1997,30,14,1335.0,14.8,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,39.0,16.0,70.0,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23,69905,3635081,0
Stuart Armstrong, SCO,MF,Southampton, Premier League,30,1992,32,14,1408.0,15.6,2,1,3,2,0,0,6,0,2.4,2.4,2.2,4.7,61.0,75.0,88.0,0.13,0.06,0.19,0.13,0.19,0.15,0.14,0.3,0.15,0.3,82615,4296004,0
Marko Arnautović,AUT,FW,Bologna,Serie A,33,1989,21,18,1530.0,17.0,10,0,10,7,3,3,5,0,7.2,4.8,1.9,6.7,13.0,36.0,116.0,0.59,0.0,0.59,0.41,0.41,0.42,0.11,0.53,0.28,0.39,72757,3783374,0
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,32,32,2767.0,30.7,5,3,8,2,3,5,5,0,5.0,1.0,4.9,5.9,29.0,150.0,19.0,0.16,0.1,0.26,0.07,0.16,0.16,0.16,0.32,0.03,0.19,115654,6014033,2
Mohamed El Arouch,FRA,MF,Lyon,Ligue 1,18,2004,1,0,2.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154,164019,1
Kepa Arrizabalaga,ESP,GK,Chelsea, Premier League,27,1994,29,29,2565.0,28.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190651,9913856,2
Tolgay Arslan,GER,MF,Udinese,Serie A,31,1990,36,12,1211.0,13.5,1,0,1,1,0,0,3,0,2.2,2.2,1.6,3.8,45.0,77.0,37.0,0.07,0.0,0.07,0.07,0.07,0.16,0.12,0.29,0.16,0.29,16192,841965,0
Arthur,BRA,FW,Fiorentina,Serie A,24,1998,28,15,1432.0,15.9,8,1,9,6,2,2,4,0,7.9,6.3,0.8,7.0,11.0,21.0,86.0,0.5,0.06,0.57,0.38,0.44,0.49,0.05,0.54,0.39,0.44,45841,2383744,0
Santiago Arzamendia,PAR,DF,Cádiz,La Liga,24,1998,12,5,483.0,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,4206,218692,1
Takuma Asano,JPN,FW,Bochum,Bundesliga,27,1994,25,21,1713.0,19.0,3,3,6,3,0,0,1,0,5.6,5.6,2.1,7.7,32.0,34.0,119.0,0.16,0.16,0.32,0.16,0.32,0.29,0.11,0.41,0.29,0.41,1051,54673,0
Santiago Ascacíbar,ARG,MF,Cremonese,Serie A,25,1997,13,7,727.0,8.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,1.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,33645,1749537,1
Sergio Asenjo,ESP,GK,Valladolid,La Liga,33,1989,10,10,900.0,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21869,1137199,1
Marco Asensio,ESP,FW,Real Madrid,La Liga,26,1996,31,15,1442.0,16.0,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56.0,70.0,108.0,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,206706,10748718,0
